timestamp,Open,Close,High,Low,Volume
2023-01-02 13:17:00,100.8,100.66,100.83,100.64,1944
2023-01-02 13:18:00,100.99,101.14,101.14,100.97,3037
2023-01-02 13:19:00,100.95,100.97,100.99,100.91,8945
2023-01-02 13:20:00,100.99,101.07,101.13,100.92,793
2023-01-02 13:21:00,100.93,100.82,101.0,100.77,8398
2023-01-02 13:22:00,100.94,100.92,100.96,100.85,5230
2023-01-02 13:23:00,100.92,100.8,100.96,100.75,8952
2023-01-02 13:24:00,100.88,100.73,100.9,100.67,2708
2023-01-02 13:25:00,100.9,100.74,100.95,100.71,8754
2023-01-02 13:26:00,101.04,100.95,101.09,100.91,4377
2023-01-02 13:27:00,101.18,101.2,101.28,101.12,4886
2023-01-02 13:28:00,101.46,101.54,101.54,101.42,1126
2023-01-02 13:29:00,101.39,101.46,101.5,101.37,1173
2023-01-02 13:30:00,101.45,101.49,101.56,101.43,670
2023-01-02 13:31:00,101.53,101.54,101.55,101.5,6148
2023-01-02 13:32:00,101.57,101.57,101.66,101.55,7437
2023-01-02 13:33:00,101.54,101.56,101.66,101.44,2962
2023-01-02 13:34:00,101.67,101.77,101.81,101.61,6290
2023-01-02 13:35:00,101.55,101.63,101.69,101.51,9783
2023-01-02 13:36:00,101.52,101.49,101.57,101.45,716
2023-01-02 13:37:00,101.34,101.18,101.41,101.08,948
2023-01-02 13:38:00,101.27,101.21,101.37,101.13,6313
2023-01-02 13:39:00,101.2,101.26,101.27,101.12,9161
2023-01-02 13:40:00,101.33,101.4,101.5,101.3,8702
2023-01-02 13:41:00,101.17,101.3,101.4,101.12,286
2023-01-02 13:42:00,101.06,101.14,101.18,101.05,6573
2023-01-02 13:43:00,101.15,101.19,101.24,101.1,1936
2023-01-02 13:44:00,101.05,101.1,101.18,101.04,9030
2023-01-02 13:45:00,100.97,100.88,101.02,100.88,5308
2023-01-02 13:46:00,100.88,100.96,101.0,100.81,2253
2023-01-02 13:47:00,100.82,100.88,100.95,100.75,2052
2023-01-02 13:48:00,100.68,100.69,100.72,100.6,952
2023-01-02 13:49:00,100.61,100.51,100.7,100.46,2109
2023-01-02 13:50:00,100.58,100.7,100.7,100.51,2941
2023-01-02 13:51:00,100.78,100.48,100.83,100.43,2890
2023-01-02 13:52:00,100.72,100.91,100.96,100.7,4027
2023-01-02 13:53:00,100.83,100.95,101.04,100.81,5678
2023-01-02 13:54:00,100.83,100.61,100.87,100.52,9551
2023-01-02 13:55:00,101.0,101.01,101.06,100.96,9401
2023-01-02 13:56:00,100.88,100.85,100.91,100.8,7285
2023-01-02 13:57:00,100.87,100.84,100.94,100.8,980
2023-01-02 13:58:00,100.88,100.8,100.91,100.76,448
2023-01-02 13:59:00,101.0,101.1,101.12,100.95,8993
2023-01-02 14:00:00,100.86,100.91,101.0,100.77,8676
2023-01-02 14:01:00,100.82,100.91,100.92,100.75,1711
2023-01-02 14:02:00,100.79,100.89,100.91,100.74,8355
2023-01-02 14:03:00,100.73,100.59,100.75,100.59,6649
2023-01-02 14:04:00,100.72,100.67,100.75,100.58,463
2023-01-02 14:05:00,100.7,100.65,100.79,100.61,7563
2023-01-02 14:06:00,100.59,100.57,100.64,100.48,1157
2023-01-02 14:07:00,100.65,100.7,100.78,100.63,9456
2023-01-02 14:08:00,100.77,100.65,100.84,100.65,5176
2023-01-02 14:09:00,100.7,100.72,100.79,100.62,737
2023-01-02 14:10:00,100.66,100.5,100.75,100.43,5649
2023-01-02 14:11:00,100.66,100.61,100.71,100.54,6508
2023-01-02 14:12:00,100.65,100.45,100.67,100.44,4223
2023-01-02 14:13:00,100.68,100.6,100.7,100.56,2848
2023-01-02 14:14:00,100.75,100.65,100.75,100.57,3895
2023-01-02 14:15:00,100.41,100.41,100.43,100.4,7699
2023-01-02 14:16:00,100.54,100.49,100.54,100.47,5144
2023-01-02 14:17:00,100.52,100.55,100.59,100.47,434
2023-01-02 14:18:00,100.53,100.59,100.65,100.51,6615
2023-01-02 14:19:00,100.46,100.39,100.55,100.3,2878
2023-01-02 14:20:00,100.4,100.35,100.5,100.33,430
2023-01-02 14:21:00,100.38,100.48,100.52,100.34,4227
2023-01-02 14:22:00,100.23,100.25,100.34,100.21,8888
2023-01-02 14:23:00,100.19,100.22,100.29,100.16,7442
2023-01-02 14:24:00,100.06,100.14,100.21,100.01,3627
2023-01-02 14:25:00,99.97,99.78,100.03,99.72,9529
2023-01-02 14:26:00,100.14,99.87,100.22,99.78,1781
2023-01-02 14:27:00,100.12,99.95,100.13,99.93,7532
2023-01-02 14:28:00,100.2,100.16,100.25,100.07,839
2023-01-02 14:29:00,100.2,100.14,100.22,100.07,8655
2023-01-02 14:30:00,100.01,99.99,100.06,99.91,8523
2023-01-02 14:31:00,100.11,100.16,100.26,100.02,1157
2023-01-02 14:32:00,100.17,100.15,100.17,100.12,9743
2023-01-02 14:33:00,100.13,100.16,100.21,100.1,3776
2023-01-02 14:34:00,100.16,100.1,100.26,100.05,7044
2023-01-02 14:35:00,100.21,100.23,100.23,100.17,7389
2023-01-02 14:36:00,100.34,100.32,100.35,100.23,2739
2023-01-02 14:37:00,100.39,100.37,100.42,100.28,8929
2023-01-02 14:38:00,100.26,100.35,100.44,100.25,6191
2023-01-02 14:39:00,100.27,100.27,100.31,100.22,4124
2023-01-02 14:40:00,100.13,100.11,100.2,100.05,9984
2023-01-02 14:41:00,100.16,100.18,100.23,100.08,2818
2023-01-02 14:42:00,100.01,99.93,100.07,99.89,4892
2023-01-02 14:43:00,99.98,100.08,100.09,99.89,7874
2023-01-02 14:44:00,100.22,100.32,100.39,100.21,7378
2023-01-02 14:45:00,100.07,99.99,100.15,99.89,627
2023-01-02 14:46:00,100.24,100.42,100.48,100.21,136
2023-01-02 14:47:00,100.26,100.31,100.31,100.22,7470
2023-01-02 14:48:00,100.24,100.31,100.32,100.19,8551
2023-01-02 14:49:00,100.21,100.25,100.29,100.12,680
2023-01-02 14:50:00,100.07,99.96,100.16,99.95,2743
2023-01-02 14:51:00,100.01,99.92,100.02,99.87,4282
2023-01-02 14:52:00,99.83,99.75,99.88,99.66,4635
2023-01-02 14:53:00,99.71,99.68,99.75,99.64,7527
2023-01-02 14:54:00,99.85,99.78,99.9,99.75,3612
2023-01-02 14:55:00,99.81,99.95,100.05,99.74,4926
2023-01-02 14:56:00,99.76,99.84,99.92,99.69,1040
2023-01-02 14:57:00,99.81,99.83,99.87,99.75,4060
2023-01-02 14:58:00,99.81,99.94,100.02,99.79,7075
2023-01-02 14:59:00,99.74,99.82,99.88,99.66,5865
2023-01-02 15:00:00,99.8,99.89,99.89,99.8,6267
2023-01-02 15:01:00,99.85,99.66,99.88,99.61,799
2023-01-02 15:02:00,99.78,99.83,99.86,99.78,3072
2023-01-02 15:03:00,99.96,100.05,100.1,99.96,3574
2023-01-02 15:04:00,100.02,100.14,100.17,100.01,3111
2023-01-02 15:05:00,99.98,99.98,100.03,99.89,6825
2023-01-02 15:06:00,99.94,100.03,100.09,99.92,5710
2023-01-02 15:07:00,99.92,99.9,99.93,99.8,511
2023-01-02 15:08:00,99.93,99.88,99.97,99.84,335
2023-01-02 15:09:00,99.85,99.89,99.89,99.8,2085
2023-01-02 15:10:00,99.75,99.81,99.84,99.68,7045
2023-01-02 15:11:00,99.5,99.48,99.54,99.38,4018
2023-01-02 15:12:00,99.6,99.8,99.81,99.52,1312
2023-01-02 15:13:00,99.71,99.68,99.79,99.59,4279
2023-01-02 15:14:00,99.72,99.57,99.79,99.55,6040
2023-01-02 15:15:00,99.86,99.96,100.02,99.82,5051
2023-01-02 15:16:00,99.91,99.74,99.93,99.68,5570
2023-01-02 15:17:00,99.93,99.81,99.95,99.78,3927
2023-01-02 15:18:00,99.83,99.76,99.89,99.68,4123
2023-01-02 15:19:00,99.84,99.82,99.92,99.76,7867
2023-01-02 15:20:00,99.67,99.5,99.73,99.5,4943
2023-01-02 15:21:00,99.62,99.6,99.67,99.5,9322
2023-01-02 15:22:00,99.63,99.5,99.68,99.46,1052
2023-01-02 15:23:00,99.67,99.69,99.73,99.58,6863
2023-01-02 15:24:00,99.64,99.64,99.7,99.58,6335
2023-01-02 15:25:00,99.53,99.64,99.68,99.45,4062
2023-01-02 15:26:00,99.23,99.05,99.3,99.04,2295
2023-01-02 15:27:00,99.34,99.35,99.4,99.27,2305
2023-01-02 15:28:00,99.39,99.43,99.48,99.29,3389
2023-01-02 15:29:00,99.45,99.39,99.53,99.38,3613
2023-01-02 15:30:00,99.42,99.28,99.49,99.23,7112
2023-01-02 15:31:00,99.61,99.81,99.89,99.56,5092
2023-01-02 15:32:00,99.47,99.34,99.48,99.28,541
2023-01-02 15:33:00,99.37,99.47,99.55,99.36,9462
2023-01-02 15:34:00,99.35,99.38,99.41,99.3,4958
2023-01-02 15:35:00,99.41,99.52,99.56,99.37,743
2023-01-02 15:36:00,99.28,99.52,99.59,99.24,5085
2023-01-02 15:37:00,99.14,99.14,99.19,99.06,2631
2023-01-02 15:38:00,99.18,99.23,99.33,99.09,4139
2023-01-02 15:39:00,99.24,99.39,99.45,99.19,5825
2023-01-02 15:40:00,99.17,99.31,99.34,99.13,112
2023-01-02 15:41:00,99.2,99.19,99.27,99.13,5751
2023-01-02 15:42:00,99.23,99.31,99.35,99.2,9290
2023-01-02 15:43:00,99.32,99.28,99.41,99.19,7959
2023-01-02 15:44:00,99.29,99.3,99.32,99.23,1872
2023-01-02 15:45:00,99.37,99.51,99.56,99.29,7456
2023-01-02 15:46:00,99.51,99.43,99.51,99.34,3673
2023-01-02 15:47:00,99.44,99.42,99.51,99.4,2180
2023-01-02 15:48:00,99.48,99.6,99.62,99.39,2676
2023-01-02 15:49:00,99.45,99.46,99.51,99.35,4574
2023-01-02 15:50:00,99.4,99.22,99.47,99.15,397
2023-01-02 15:51:00,99.37,99.33,99.43,99.28,4666
2023-01-02 15:52:00,99.36,99.49,99.53,99.27,3340
2023-01-02 15:53:00,99.31,99.24,99.31,99.18,2245
2023-01-02 15:54:00,99.19,99.16,99.2,99.12,3399
2023-01-02 15:55:00,98.93,98.88,99.02,98.82,7572
2023-01-02 15:56:00,99.02,98.99,99.04,98.92,3008
2023-01-02 15:57:00,98.85,98.82,98.86,98.73,4452
2023-01-02 15:58:00,98.92,98.73,98.94,98.71,3542
2023-01-02 15:59:00,98.88,98.96,98.98,98.82,8744
2023-01-02 16:00:00,98.82,98.74,98.88,98.64,3760
2023-01-03 09:30:00,98.63,98.69,98.7,98.58,8021
2023-01-03 09:31:00,98.54,98.4,98.55,98.31,5534
2023-01-03 09:32:00,98.64,98.61,98.69,98.52,4683
2023-01-03 09:33:00,98.68,98.81,98.91,98.63,3646
2023-01-03 09:34:00,98.56,98.67,98.71,98.54,3699
2023-01-03 09:35:00,98.7,98.72,98.81,98.64,3388
2023-01-03 09:36:00,98.72,98.74,98.77,98.69,9590
2023-01-03 09:37:00,98.55,98.67,98.75,98.51,3671
2023-01-03 09:38:00,98.78,98.72,98.79,98.7,2162
2023-01-03 09:39:00,98.77,98.61,98.78,98.59,3082
2023-01-03 09:40:00,98.68,98.74,98.81,98.68,3815
2023-01-03 09:41:00,98.62,98.67,98.71,98.56,3782
2023-01-03 09:42:00,98.62,98.57,98.64,98.55,7544
2023-01-03 09:43:00,98.55,98.52,98.64,98.51,4292
2023-01-03 09:44:00,98.57,98.52,98.66,98.52,186
2023-01-03 09:45:00,98.52,98.39,98.57,98.31,9944
2023-01-03 09:46:00,98.49,98.39,98.56,98.36,2872
2023-01-03 09:47:00,98.33,98.24,98.35,98.17,3385
2023-01-03 09:48:00,98.21,98.26,98.3,98.14,5509
2023-01-03 09:49:00,98.04,98.02,98.06,98.01,9038
2023-01-03 09:50:00,98.16,98.22,98.31,98.14,8480
2023-01-03 09:51:00,98.15,98.11,98.16,98.11,470
2023-01-03 09:52:00,98.27,98.08,98.28,98.04,7002
2023-01-03 09:53:00,98.29,98.18,98.37,98.12,1812
2023-01-03 09:54:00,98.38,98.47,98.52,98.34,7533
2023-01-03 09:55:00,98.53,98.64,98.69,98.48,960
2023-01-03 09:56:00,98.5,98.45,98.58,98.4,5426
2023-01-03 09:57:00,98.63,98.4,98.73,98.3,5268
2023-01-03 09:58:00,98.65,98.55,98.73,98.53,5391
2023-01-03 09:59:00,98.61,98.49,98.69,98.42,234
2023-01-03 10:00:00,98.66,98.63,98.68,98.54,4626
2023-01-03 10:01:00,98.78,98.8,98.9,98.71,5376
2023-01-03 10:02:00,98.81,98.78,98.83,98.77,1914
2023-01-03 10:03:00,98.66,98.63,98.69,98.56,7558
2023-01-03 10:04:00,98.54,98.69,98.75,98.49,6900
2023-01-03 10:05:00,98.54,98.54,98.57,98.46,1260
2023-01-03 10:06:00,98.66,98.64,98.72,98.62,3228
2023-01-03 10:07:00,98.7,98.7,98.8,98.67,243
2023-01-03 10:08:00,98.69,98.92,99.01,98.59,7053
2023-01-03 10:09:00,98.79,98.72,98.84,98.63,1520
2023-01-03 10:10:00,98.73,98.72,98.74,98.71,9457
2023-01-03 10:11:00,98.66,98.73,98.81,98.59,4783
2023-01-03 10:12:00,98.56,98.57,98.61,98.48,3127
2023-01-03 10:13:00,98.63,98.56,98.68,98.5,9673
2023-01-03 10:14:00,98.52,98.5,98.58,98.41,4558
2023-01-03 10:15:00,98.2,98.31,98.35,98.18,2888
